order_id,order_date,seller,title,specification,item_url,item_id,unit_price,quantity,item_total,paid,lieferkosten
"	2950548049252739241,""2022-10-14"",""欧美嘉食品商行"",""再次购买     330g冠利红菜头片甜菜根KUHNE SLICED BEETROOT FINE VEGETABLES"","""","""","""",""17.50"",""1"",""17.50"","""","""""
"	2950548049255739241,""2022-10-14"",""万嘉臻味"",""2022-10-14订单号: 2950548049255739241	万嘉臻味		   进口德维利腌制切片红菜头330g 甜菜根沙拉凉菜beetroot买2瓶包邮"","""","""",""2950548049255739241"",""13.50"",""1"",""13.50"",""16.50"",""3.00"""
"	2950548049256739241,""2022-10-14"",""JP41 Flagship store"",""2022-10-14订单号: 2950548049256739241	JP41 Flagship store		   1Pcs BNC Male Plug to Dual 4mm Banana Female Jack Socket Bin  颜色分类：1 Pcs"","""","""",""2950548049256739241"",""17.69"",""5"",""88.45"",""98.45"",""10.00"""
"	2950548049257739241,""2022-10-14"",""超优惠6772"",""2022-10-14订单号: 2950548049257739241	超优惠6772		   Car windshield battery car winter scooter protection with re  颜色分类：双面围脖款纯黑"","""","""",""2950548049257739241"",""118.26"",""1"",""118.26"",""130.26"",""12.00"""
"	2950548049258739241,""2022-10-14"",""森卓斯数码专营店"",""2022-10-14订单号: 2950548049258739241	森卓斯数码专营店		   TOL-13114 【TOOL RESISTOR LEAD BENDING】"","""","""",""2950548049258739241"",""45.74"",""2"",""91.48"",""114.48"",""23.00"""
"	2950079726182739241,""2022-10-14"",""汉泰克五金旗舰店"",""2022-10-14订单号: 2950079726182739241	汉泰克五金旗舰店		   汉泰hantek6074BE/6104/6204/6254通道USB虚拟示波器汽车诊断仪器  颜色分类：Hantek6254BE（250MHz）"","""","""",""2950079726182739241"",""1800.00"",""1"",""1800.00"",""1800.00"",""0.00"""
"	2937151659075739241,""2022-10-08"",""君瑞合源旗舰店"",""2022-10-08订单号: 2937151659075739241	君瑞合源旗舰店		   12副 Best密蜂555扑克 休闲娱乐扑克德州扑克 Best Playing Cards  颜色分类：12副/一条"","""","""",""2937151659075739241"",""66.92"",""1"",""66.92"",""66.92"",""0.00"""
"	2937151659076739241,""2022-10-08"",""小王诚信百货"",""2022-10-08订单号: 2937151659076739241	小王诚信百货		   10副扑克姚记扑克整箱100副扑克牌双K万牛成人纸牌飞牌创意朴克牌  颜色分类：大合扑克【特价款】数量：10副装"","""","""",""2937151659076739241"",""0.00"",""10"",""0.00"",""7.39"",""0.00"""
"	2937151659077739241,""2022-10-08"",""牛油果先生旗舰店"",""2022-10-08订单号: 2937151659077739241	牛油果先生旗舰店		   Mr.Avocado 牛油果先生 秘鲁牛油果生熟对半发货新鲜水果宝宝辅食  单果规格：大果（单果重160g+ 生熟对半发）个数：4个"",""大果（单果重160g+ 生熟对半发）个数：4个"","""",""2937151659077739241"",""42.90"",""1"",""42.90"",""42.90"",""0.00"""
"	2937151659078739241,""2022-10-08"",""jfvmsm66"",""2022-10-08订单号: 2937151659078739241	jfvmsm66		   Electric Bicycle Speed Control Handlebar E-Bike Scooter"","""","""",""2937151659078739241"",""50.30"",""1"",""50.30"",""57.30"",""7.00"""
"	2937151659079739241,""2022-10-08"",""全品特产"",""2022-10-08订单号: 2937151659079739241	全品特产		   新西兰进口安佳无盐动物性黄油原装454克面包饼干煎牛排烘焙家用  净含量：454g颜色分类：淡黄色"","""","""",""2937151659079739241"",""38.30"",""5"",""191.50"",""191.50"",""0.00"""
"	2927511075459739241,""2022-10-03"",""munchies shop"",""2022-10-03订单号: 2927511075459739241	munchies shop		   Alpen Swiss Style Muesli英国欧倍瑞士风味葡萄干麦片欧宝麦片  口味：Blue One蓝色盒装550g"","""","""",""2927511075459739241"",""39.80"",""1"",""39.80"",""78.60"",""6.00"""
"	2927511075459739241,""2022-10-03"",""munchies shop"",""再次购买     Alpen Swiss Style Muesli英国欧倍瑞士风味葡萄干麦片欧宝麦片  口味：Red one红色盒装550g"","""","""","""",""32.80"",""1"",""32.80"","""","""""
"	2927511075462739241,""2022-10-03"",""森卓斯数码专营店"",""2022-10-03订单号: 2927511075462739241	森卓斯数码专营店		   WS-5 【WIRE STRIPPER/CUTTER 10-30 AWG】"","""","""",""2927511075462739241"",""79.38"",""1"",""79.38"",""102.38"",""23.00"""
"	2927511075463739241,""2022-10-03"",""缔素旗舰店"",""2022-10-03订单号: 2927511075463739241	缔素旗舰店		   Patent Nano Double Sided Tape Small Item Fixed Carpet Socke  颜色分类：3M"","""","""",""2927511075463739241"",""36.72"",""1"",""36.72"",""44.72"",""8.00"""
"	2927511075464739241,""2022-10-03"",""艾欣玛数码专营店"",""2022-10-03订单号: 2927511075464739241	艾欣玛数码专营店		   24 Compartment Plastic Storage Box Transparent Jewelry Earri"","""","""",""2927511075464739241"",""41.80"",""2"",""83.60"",""91.60"",""8.00"""
"	2927511075465739241,""2022-10-03"",""楠浩百货"",""2022-10-03订单号: 2927511075465739241	楠浩百货		   Transparent Plastic Jewelry Storage Box Tool Sorting Box Ear  颜色分类：28cells规格：详见描述2"",""详见描述2"","""",""2927511075465739241"",""19.50"",""5"",""97.50"",""109.50"",""14.00"""
"	2927511075466739241,""2022-10-03"",""万合商贸2019"",""2022-10-03订单号: 2927511075466739241	万合商贸2019		   File bag transparent plastic A4 storage data paper package  颜色分类：100个透明斜纹/加厚款"","""","""",""2927511075466739241"",""49.81"",""1"",""49.81"",""58.81"",""9.00"""
"	2927511075467739241,""2022-10-03"",""Foreign trade goods"",""2022-10-03订单号: 2927511075467739241	Foreign trade goods		   Plastic storage box transparent dividing box parts box收纳盒  颜色分类：大号24格（可拆分）1个"","""","""",""2927511075467739241"",""25.60"",""5"",""128.00"",""127.98"",""0.00"""
"	2927511075468739241,""2022-10-03"",""科州科技"",""2022-10-03订单号: 2927511075468739241	科州科技		   视频 光立方3D8cube散件套件板led8 diy FFT频谱 脱机 音频 出口  颜色分类：绿/黄/红/白/F5"","""","""",""2927511075468739241"",""146.50"",""1"",""146.50"",""141.89"",""9.00"""
"	2927511075469739241,""2022-10-03"",""网动数码专营店"",""2022-10-03订单号: 2927511075469739241	网动数码专营店		   欧标电源线3芯1.5平方1.8米三孔欧式插头线16A欧规插头品字尾  长度：2m颜色分类：欧规铜包吕 0.75平方"","""","""",""2927511075469739241"",""4.00"",""1"",""4.00"",""11.00"",""7.00"""
"	2927511075470739241,""2022-10-03"",""公牛电子商务批发"",""2022-10-03订单号: 2927511075470739241	公牛电子商务批发		   加长公牛插板带线电动电瓶车充电延长线插线板长线超长排插座20米  颜色分类：公牛抗摔十字插板10米"","""","""",""2927511075470739241"",""34.00"",""2"",""68.00"",""61.69"",""0.00"""
"	2927511075471739241,""2022-10-03"",""峻铭电子"",""2022-10-03订单号: 2927511075471739241	峻铭电子		   圆孔IC插座芯片底座IC-6/8/14/16/18/20/24/28/32/40P集成座2.54  颜色分类：6P（80个/条）"","""","""",""2927511075471739241"",""15.00"",""1"",""15.00"",""61.00"",""6.00"""
"	2927511075471739241,""2022-10-03"",""峻铭电子"",""双方已评  	  再次购买     圆孔IC插座芯片底座IC-6/8/14/16/18/20/24/28/32/40P集成座2.54  颜色分类：8P（60个/条）"","""","""","""",""13.50"",""2"",""27.00"","""","""""
"	2927511075475739241,""2022-10-03"",""深圳宏图伟业元器件商城"",""2022-10-03订单号: 2927511075475739241	深圳宏图伟业元器件商城		   免焊接头DB9针串口COM口转接公头母头 RS232/485插头接线端子免焊  颜色分类：黑胶公头+长螺杆 配6MM护套"","""","""",""2927511075475739241"",""6.93"",""1"",""6.93"",""6.93"",""0.00"""
"	2927511075476739241,""2022-10-03"",""炬信旗舰店"",""2022-10-03订单号: 2927511075476739241	炬信旗舰店		   炬信DB9公头母头RS232/485插头9针串口头COM口9孔插座连接器迷你  颜色分类：DB9实心针镀金公头+2620金属壳"","""","""",""2927511075476739241"",""9.00"",""1"",""9.00"",""14.00"",""5.00"""
"	2927511075477739241,""2022-10-03"",""赛缘数码专营店"",""2022-10-03订单号: 2927511075477739241	赛缘数码专营店		   DB9焊线接插头金属外壳RS232/485串口公母头D-SUB9针接插件镀金针  颜色分类：尾管金属壳+实心针母头"","""","""",""2927511075477739241"",""8.00"",""1"",""8.00"",""12.00"",""4.00"""
"	2927511075478739241,""2022-10-03"",""telesky旗舰店"",""2022-10-03订单号: 2927511075478739241	telesky旗舰店		   DB9母头公头RS232插座9针芯串口接头接口焊板焊线式DR9金属外壳免  颜色分类：DB9母头 焊线式 镀金（2个）"","""","""",""2927511075478739241"",""3.21"",""1"",""3.21"",""3.21"",""0.00"""
"	2927511075479739241,""2022-10-03"",""上海八达电子"",""2022-10-03订单号: 2927511075479739241	上海八达电子		   DB9/DB15/DB25/DB37 孔/针 母/公头 焊线式 串口插头 插座 镀全金  颜色分类：白色DB头：DB9焊线母头"","""","""",""2927511075479739241"",""0.75"",""1"",""0.75"",""7.95"",""6.00"""
"	2927511075479739241,""2022-10-03"",""上海八达电子"",""双方已评  	  再次购买     DB9芯 针/孔 公头/母头 两排 免焊接头打端/插针式 配金属端子  颜色分类：黑色DB9头：9芯母头+孔端子"","""","""","""",""1.20"",""1"",""1.20"","""","""""
"	2927511075482739241,""2022-10-03"",""水大师旗舰店"",""2022-10-03订单号: 2927511075482739241	水大师旗舰店		   农夫山泉5l水 家庭桶装水5L*4桶整箱天然弱碱性大瓶矿泉水饮用水  口味：【5L*4桶*3箱】送货上楼"","""","""",""2927511075482739241"",""110.70"",""1"",""110.70"",""110.70"",""0.00"""
"	2927511075483739241,""2022-10-03"",""易购精选 麦德龙山姆店COSTCO"",""2022-10-03订单号: 2927511075483739241	易购精选 麦德龙山姆店COSTCO		   麦德龙METRO麦臻选经典果汁100%西柚汁2L Grapefruit juice"","""","""",""2927511075483739241"",""30.80"",""1"",""30.80"",""30.80"",""0.00"""
"	2927511075484739241,""2022-10-03"",""天猫超市"",""2022-10-03订单号: 2927511075484739241	天猫超市		   青岛啤酒清爽纯干330ml*24罐冰啤口感干爽清醇麦香浓郁新鲜正品  购买规格：1件"",""1件"","""",""2927511075484739241"",""59.00"",""1"",""59.00"",""59.00"",""0.00"""
"	2927511075484739241,""2022-10-03"",""天猫超市"",""再次购买  申请开票     比利时进口Lotus和情缤咖时焦糖饼干125g茶点咖啡伴侣伴手礼零食  购买规格：2件"",""2件"","""","""",""25.80"",""1"",""25.80"","""","""""
"	2927511075487739241,""2022-10-03"",""定做各种不锈钢产品"",""2022-10-03订单号: 2927511075487739241	定做各种不锈钢产品		   Furniture Cover Silver Outdoor Garden Waterproof Cover  颜色分类：152*104*71cm具体规格：规格17"",""规格17"","""",""2927511075487739241"",""54.00"",""1"",""54.00"",""58.98"",""10.00"""
"	2927511075488739241,""2022-10-03"",""ffxcandrtty的小店"",""2022-10-03订单号: 2927511075488739241	ffxcandrtty的小店		   Anti-Static Mat Phone Repair Soldering Pad With Ground Wire  颜色分类：Green"","""","""",""2927511075488739241"",""98.20"",""1"",""98.20"",""106.20"",""8.00"""
"	2927511075489739241,""2022-10-03"",""Foreigntrade Store"",""2022-10-03订单号: 2927511075489739241	Foreigntrade Store		   700x500x2mm Anti-static Mat+ Ground Wire + ESD Wrist for Mob  颜色分类：1 pcs"","""","""",""2927511075489739241"",""191.00"",""1"",""191.00"",""200.00"",""9.00"""
"	2927511075490739241,""2022-10-03"",""华邦微数码专营店"",""2022-10-03订单号: 2927511075490739241	华邦微数码专营店		   Diagonal Pliers Electrical Cable Wire Cutter Cutting Diagona"","""","""",""2927511075490739241"",""28.40"",""1"",""28.40"",""28.40"",""8.00"""
"	2927511075490739241,""2022-10-03"",""华邦微数码专营店"",""申请售后"","""","""","""",""8.00"","""","""","""","""""
"	2927511075490739241,""2022-10-03"",""华邦微数码专营店"",""再次购买  申请开票     Premium 6ft 1.8M white EU power cable cord 适用于 apple TV"","""","""","""",""59.18"",""2"",""118.36"","""","""""
"	2927511075493739241,""2022-10-03"",""金冠电子商城"",""2022-10-03订单号: 2927511075493739241	金冠电子商城		   Universal American European Power Plug Adapter USA Israel Br  颜色分类：AU Plug"","""","""",""2927511075493739241"",""24.20"",""1"",""24.20"",""32.20"",""8.00"""
"	2927511075494739241,""2022-10-03"",""馋焦玉旗舰店"",""2022-10-03订单号: 2927511075494739241	馋焦玉旗舰店		   香料大料调味品佐料大全卤炖烤鸡鸭牛汤火锅麻辣烫秘制配方香辛料"","""","""",""2927511075494739241"",""25.00"",""1"",""25.00"",""22.68"",""0.00"""
"	2927511075495739241,""2022-10-03"",""Phoenix Club"",""2022-10-03订单号: 2927511075495739241	Phoenix Club		   Oregano Thyme Rosemary Basil Seasoning Spices Peppercorn  口味：Thyme Leaves-46g"","""","""",""2927511075495739241"",""14.80"",""2"",""29.60"",""79.00"",""0.00"""
"	2927511075495739241,""2022-10-03"",""Phoenix Club"",""双方已评  	  再次购买     Oregano Thyme Rosemary Basil Seasoning Spices Peppercorn  口味：Parsley Flakes-30g"","""","""","""",""9.90"",""1"",""9.90"","""","""""
"	2927511075501739241,""2022-10-03"",""汐禾食品"",""2022-10-03订单号: 2927511075501739241	汐禾食品		   黑胡椒粒100g 买就送研磨器 精选黑胡椒 牛排意面现磨黑胡椒粉碎"","""","""",""2927511075501739241"",""12.50"",""1"",""12.50"",""11.34"",""0.00"""
"	2927511075502739241,""2022-10-03"",""Warm Living Store"",""2022-10-03订单号: 2927511075502739241	Warm Living Store		   Leaf Shaped Soap Box Drain Holder Punch-free Sponge Storage  颜色分类：grey"","""","""",""2927511075502739241"",""6.21"",""1"",""6.21"",""13.21"",""7.00"""
"	2927511075503739241,""2022-10-03"",""四季美 居家百货生活馆"",""2022-10-03订单号: 2927511075503739241	四季美 居家百货生活馆		   透明玻璃碗耐高温热家用烘焙玻璃盆和面打蛋沙拉蛋糕大号汤碗大碗  颜色分类：4500ml【1个装】"","""","""",""2927511075503739241"",""19.90"",""1"",""19.90"",""40.55"",""0.00"""
"	2927511075503739241,""2022-10-03"",""四季美 居家百货生活馆"",""双方已评  	  再次购买     透明玻璃碗耐高温热家用烘焙玻璃盆和面打蛋沙拉蛋糕大号汤碗大碗  颜色分类：2500ml【1个装】"","""","""","""",""14.90"",""1"",""14.90"","""","""""
"	2927511075507739241,""2022-10-03"",""广州市哈比百进口连锁店1号站HALAL FOOD"",""2022-10-03订单号: 2927511075507739241	广州市哈比百进口连锁店1号站HALAL FOOD		   BASMATI RICE 5kg巴基斯坦大米 长米 新米巴玛蒂米长粒米炒饭??"","""","""",""2927511075507739241"",""81.00"",""1"",""81.00"",""102.00"",""21.00"""
"	2927511075508739241,""2022-10-03"",""goodfood"",""2022-10-03订单号: 2927511075508739241	goodfood		   180g*6 Canned Tuna Low sodium and low fat Fitness food  口味：low fat（低脂）*6"","""","""",""2927511075508739241"",""69.90"",""1"",""69.90"",""79.90"",""10.00"""
"	2965043234254739241,""2022-10-21"",""启科旗舰店"",""2022-10-21订单号: 2965043234254739241	启科旗舰店		   Household Kitchen Magnetic Knife Holder Stand Bar Strip Wall  颜色分类：50cm"","""","""",""2965043234254739241"",""18.53"",""1"",""18.53"",""26.53"",""8.00"""
"	2965043234255739241,""2022-10-21"",""铃洁旗舰店"",""2022-10-21订单号: 2965043234255739241	铃洁旗舰店		   新款厂家不锈钢硅胶厨具套装23件套烹饪锅铲汤勺kitchen厨房工具  颜色分类：见描述件数：见详情"","""","""",""2965043234255739241"",""89.74"",""1"",""89.74"",""89.74"",""0.00"""
"	2965043234256739241,""2022-10-21"",""莱甜旗舰店"",""2022-10-21订单号: 2965043234256739241	莱甜旗舰店		   Toast Bread Loaf Pan Carbon Steel Non-stick Cake Tray Mold D  颜色分类：15.5x8.5x4cm"","""","""",""2965043234256739241"",""15.76"",""2"",""31.52"",""37.52"",""6.00"""
"	2965043234257739241,""2022-10-21"",""THREE GREEDY CATS"",""2022-10-21订单号: 2965043234257739241	THREE GREEDY CATS		   raw walnut walnuts shelled no shell 500g 1000g  食品口味：Raw Walnuts 1000g (No Shell)"","""","""",""2965043234257739241"",""69.00"",""1"",""69.00"",""77.00"",""8.00"""
"	2965043234258739241,""2022-10-21"",""圣邦食品专营店"",""2022-10-21订单号: 2965043234258739241	圣邦食品专营店		   进口KIRKLAND科克兰KS无调味坚果原味盐焗混合坚果干果1130g  食品口味：KS无调味坚果（原味）"","""","""",""2965043234258739241"",""129.00"",""1"",""129.00"",""129.00"",""0.00"""
"	2965043234245739241,""2022-10-21"",""飞客电子科技"",""2022-10-21订单号: 2965043234245739241	飞客电子科技		   WAIN唯恩连接器 DSUB冷压针5A母针端子 CSSF-0.25 0.33 0.52 0.82  颜色分类：国产替代 默认0.52 其他规格备注"","""","""",""2965043234245739241"",""1.40"",""1"",""1.40"",""13.70"",""10.00"""
"	2965043234245739241,""2022-10-21"",""飞客电子科技"",""双方已评  	  再次购买     WAIN唯恩连接器 DSUB冷压针5A母针端子 CSSF-0.25 0.33 0.52 0.82  颜色分类：原装WAIN品牌 0.25"","""","""","""",""2.30"",""1"",""2.30"","""","""""
"	2965043234248739241,""2022-10-21"",""广州香馥烘焙超市"",""2022-10-21订单号: 2965043234248739241	广州香馥烘焙超市		   Anchor/安佳动物性淡奶油1L1瓶新西兰稀奶油鲜奶油冰淇淋烘焙原料"","""","""",""2965043234248739241"",""45.50"",""1"",""45.50"",""51.80"",""6.30"""
"	2965043234249739241,""2022-10-21"",""咸蛋超人来了"",""2022-10-21订单号: 2965043234249739241	咸蛋超人来了		   高级踩屎感鲨鱼拖鞋男士防臭夏季室内家用情侣居家厚底外穿拖鞋女  鞋码：44/45码【标准码】颜色分类：远山灰/偏深灰色"","""","""",""2965043234249739241"",""39.80"",""1"",""39.80"",""39.80"",""0.00"""
"	2965043234250739241,""2022-10-21"",""妙姛旗舰店"",""2022-10-21订单号: 2965043234250739241	妙姛旗舰店		   Slippers women's home indoor bathroom couple men's slippers  鞋码：44-45【适合43-44脚穿】颜色分类：黑色"","""","""",""2965043234250739241"",""9.19"",""1"",""9.19"",""9.19"",""0.00"""
"	2965043234251739241,""2022-10-21"",""雅丽丹家居专营店"",""2022-10-21订单号: 2965043234251739241	雅丽丹家居专营店		   厨房锅架多层置物架转角架子台面墙角放锅具下水槽橱柜内分层收纳  颜色分类：台面款-四层-黑色-层距可调节"","""","""",""2965043234251739241"",""98.00"",""1"",""98.00"",""98.00"",""0.00"""
"	2965043234251739241,""2022-10-21"",""雅丽丹家居专营店"",""再次购买  申请开票     （5元）惊喜--今日下单专享福利"","""","""","""",""0.00"",""1"",""0.00"","""","""""
"	2962584362527739241,""2022-10-20"",""得力官方旗舰店"",""2022-10-20订单号: 2962584362527739241	得力官方旗舰店		   得力a4透明文件袋11孔活页插袋十一塑料资料册文件夹备用保护袋快劳文件套加厚打孔防水办公资料透明保护膜  颜色分类：A4文件袋 100只（单个0.07mm）-5712"","""","""",""2962584362527739241"",""19.80"",""1"",""19.80"",""19.80"",""0.00"""
"	2962584362528739241,""2022-10-20"",""富光镇北专卖店"",""2022-10-20订单号: 2962584362528739241	富光镇北专卖店		   富光玻璃杯双层便携水杯耐热过滤男女大容量泡茶杯子定制印字logo  颜色分类：钢本色380毫升【送五件套】"","""","""",""2962584362528739241"",""28.90"",""1"",""28.90"",""68.80"",""0.00"""
"	2962584362528739241,""2022-10-20"",""富光镇北专卖店"",""再次购买  申请开票     富光玻璃杯双层便携水杯耐热过滤男女大容量泡茶杯子定制印字logo  颜色分类：钢本色730毫升【送五件套】"","""","""","""",""39.90"",""1"",""39.90"","""","""""
"	2962584362531739241,""2022-10-20"",""得力直乐专卖店"",""2022-10-20订单号: 2962584362531739241	得力直乐专卖店		   得力防水塑封膜3819照片护卡膜100张7C过塑膜A4照片塑封机专用耗材热缩膜3寸5寸6寸7寸透明相片保护膜过胶膜  颜色分类：8丝A3 303*426mm-50张/盒"","""","""",""2962584362531739241"",""57.00"",""1"",""57.00"",""202.00"",""0.00"""
"	2962584362531739241,""2022-10-20"",""得力直乐专卖店"",""再次购买  申请开票     得力塑封机办公家用a4压膜机相片过胶机迷你照片过塑机3寸5寸6寸7/8寸文件书画塑膜机热裱覆膜小型商用封膜机  颜色分类：升级款（圆角器+切纸刀+送100张照片塑封膜）"","""","""","""",""145.00"",""1"",""145.00"","""","""""
"	2962584362534739241,""2022-10-20"",""艾禾宜数码配件专营店"",""2022-10-20订单号: 2962584362534739241	艾禾宜数码配件专营店		   晨光三色笔做笔记用专用 抄写笔记神器水笔 多色笔合一多功能笔一笔多色红蓝黑笔三色按动中性笔四色圆珠笔  颜色分类：3支 四色笔 象牙白笔杆+3包四色笔芯书写粗细：其他/other"","""","""",""2962584362534739241"",""95.00"",""1"",""95.00"",""90.00"",""0.00"""
"	2962584362535739241,""2022-10-20"",""大田县世勇网店"",""2022-10-20订单号: 2962584362535739241	大田县世勇网店		   Scooter male cartoon electric tricycle windshield by mini  颜色分类：三轮皮革黑色+加绒+双绑绳+立领+"","""","""",""2962584362535739241"",""107.06"",""1"",""107.06"",""107.06"",""0.00"""
"	2962584362525739241,""2022-10-20"",""梵爵乐器旗舰店"",""2022-10-20订单号: 2962584362525739241	梵爵乐器旗舰店		   Automatic cutter pliers Wire strippers Wire Size Stripping C"","""","""",""2962584362525739241"",""21.15"",""1"",""21.15"",""29.15"",""8.00"""
"	2962584362526739241,""2022-10-20"",""饿山百货的小店"",""2022-10-20订单号: 2962584362526739241	饿山百货的小店		   Open wire slOt arc cm decOratiOn 2 grOund persOnality rOuti  颜色分类：深紫色"","""","""",""2962584362526739241"",""76.00"",""1"",""76.00"",""76.00"",""0.00"""
"	2959947649032739241,""2022-10-19"",""异邦运动专营店"",""2022-10-19订单号: 2959947649032739241	异邦运动专营店		   PGM 高尔夫裤子男士秋季透气男裤弹力速干golf服装男装运动球裤  颜色分类：KUZ102-黑色尺码：XXXL"","""","""",""2959947649032739241"",""158.00"",""1"",""158.00"",""158.00"",""0.00"""
"	2959947649033739241,""2022-10-19"",""津舞帝旗舰店"",""2022-10-19订单号: 2959947649033739241	津舞帝旗舰店		   多特蒙德球衣罗伊斯哈兰德足球服套装男儿童定制运动比赛训练队服  颜色分类：21/22多特蒙德主场-带队徽尺码：XXXL"","""","""",""2959947649033739241"",""88.00"",""1"",""88.00"",""88.00"",""0.00"""
"	2959947649034739241,""2022-10-19"",""楠浩百货"",""2022-10-19订单号: 2959947649034739241	楠浩百货		   Transparent Plastic Jewelry Storage Box Tool Sorting Box Ear  颜色分类：36cells规格：详见描述2"",""详见描述2"","""",""2959947649034739241"",""19.50"",""1"",""19.50"",""429.50"",""30.00"""
"	2959947649034739241,""2022-10-19"",""楠浩百货"",""再次购买     Transparent Plastic Jewelry Storage Box Tool Sorting Box Ear  颜色分类：28cells规格：详见描述2"",""详见描述2"","""","""",""19.50"",""20"",""390.00"","""","""""
"	2959947649037739241,""2022-10-19"",""众归维旗舰店"",""2022-10-19订单号: 2959947649037739241	众归维旗舰店		   Deelife Motorbike Motorcycle Cell Phone X Grip Holder for M  颜色分类：WithQC3.0Charger"","""","""",""2959947649037739241"",""145.89"",""1"",""145.89"",""145.89"",""0.00"""
"	2959947649038739241,""2022-10-19"",""君榜旗舰店"",""2022-10-19订单号: 2959947649038739241	君榜旗舰店		   硅油纸烘焙家用耐高温烤箱锡纸食物专用烧烤盘不沾烤肉吸油纸厨房  颜色分类：硅油纸10m+铝箔纸10m"","""","""",""2959947649038739241"",""25.80"",""1"",""25.80"",""25.80"",""0.00"""
"	2959947649039739241,""2022-10-19"",""文众办公专营店"",""2022-10-19订单号: 2959947649039739241	文众办公专营店		   A4透明文件袋11孔活页插页袋快劳夹塑料薄膜插页式多层十一孔保护膜加厚打孔办公资料袋档案袋防水文件套收纳  颜色分类：4C（100个/包）"","""","""",""2959947649039739241"",""11.00"",""2"",""22.00"",""22.00"",""0.00"""
"	2959947649040739241,""2022-10-19"",""万合商贸2019"",""2022-10-19订单号: 2959947649040739241	万合商贸2019		   File bag transparent plastic A4 storage data paper package  颜色分类：50个彩色斜纹/加厚款"","""","""",""2959947649040739241"",""28.90"",""1"",""28.90"",""70.37"",""9.00"""
"	2959947649040739241,""2022-10-19"",""万合商贸2019"",""双方已评  	  再次购买     File bag transparent plastic A4 storage data paper package  颜色分类：50个彩色无斜纹/特厚款"","""","""","""",""32.47"",""1"",""32.47"","""","""""
"	2959947649043739241,""2022-10-19"",""睿锐旗舰店"",""2022-10-19订单号: 2959947649043739241	睿锐旗舰店		   贴片电容盒电容包0402 0603 0805 1206电容全系列陶瓷元件样品盒  颜色分类：0402电容盒（83种各100个）"","""","""",""2959947649043739241"",""538.00"",""1"",""538.00"",""3180.00"",""0.00"""
